COD_PROV,PROVINCIA,Anyo,Periodo,pernoctaciones,viajeros,_meta.fecha_extraccion
37,Salamanca,2025,M11,8979.0,4727.0,2026-09-14T13:39:22.163107
37,Salamanca,2025,M12,17755.0,7733.0,2026-09-14T13:39:22.163107
37,Salamanca,2026,M01,8363.0,3751.0,2026-09-14T13:39:22.163107
37,Salamanca,2026,M02,11116.0,5387.0,2026-09-14T13:39:22.163107
37,Salamanca,2026,M03,13592.0,6519.0,2026-09-14T13:39:22.163107
37,Salamanca,2026,M04,19296.0,9051.0,2026-09-14T13:39:22.163107
37,Salamanca,2026,M05,14885.0,8113.0,2026-09-14T13:39:22.163107
37,Salamanca,2026,M06,15076.0,7635.0,2026-09-14T13:39:22.163107
37,Salamanca,2026,M07,24014.0,9407.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2025,M01,4440.0,1350.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2025,M02,5044.0,1629.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2025,M03,5003.0,1533.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2025,M04,5480.0,1718.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2025,M05,5757.0,2021.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2025,M06,4552.0,1468.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2025,M07,8351.0,2455.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2025,M08,11708.0,2796.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2025,M09,7929.0,2200.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2025,M10,5073.0,1895.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2025,M11,4030.0,1243.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2025,M12,5717.0,1781.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2026,M01,4662.0,1177.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2026,M02,4377.0,1399.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2026,M03,4334.0,1612.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2026,M04,5669.0,1912.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2026,M05,5540.0,1868.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2026,M06,5822.0,1647.0,2026-09-14T13:39:22.163107
38,Santa Cruz de Tenerife,2026,M07,9204.0,2630.0,2026-09-14T13:39:22.163107
39,Cantabria,2025,M01,9207.0,4260.0,2026-09-14T13:39:22.163107
39,Cantabria,2025,M02,11863.0,6428.0,2026-09-14T13:39:22.163107
39,Cantabria,2025,M03,16639.0,8730.0,2026-09-14T13:39:22.163107
39,Cantabria,2025,M04,46866.0,20624.0,2026-09-14T13:39:22.163107
39,Cantabria,2025,M05,39522.0,19919.0,2026-09-14T13:39:22.163107
39,Cantabria,2025,M06,54381.0,24838.0,2026-09-14T13:39:22.163107
39,Cantabria,2025,M07,122109.0,45231.0,2026-09-14T13:39:22.163107
39,Cantabria,2025,M08,177952.0,51833.0,2026-09-14T13:39:22.163107
39,Cantabria,2025,M09,56638.0,22662.0,2026-09-14T13:39:22.163107
39,Cantabria,2025,M10,32260.0,15542.0,2026-09-14T13:39:22.163107
39,Cantabria,2025,M11,19403.0,10138.0,2026-09-14T13:39:22.163107
39,Cantabria,2025,M12,30099.0,13554.0,2026-09-14T13:39:22.163107
39,Cantabria,2026,M01,15401.0,6790.0,2026-09-14T13:39:22.163107
39,Cantabria,2026,M02,10321.0,5871.0,2026-09-14T13:39:22.163107
39,Cantabria,2026,M03,23153.0,11126.0,2026-09-14T13:39:22.163107
39,Cantabria,2026,M04,49274.0,21047.0,2026-09-14T13:39:22.163107
39,Cantabria,2026,M05,37321.0,18879.0,2026-09-14T13:39:22.163107
39,Cantabria,2026,M06,55937.0,25711.0,2026-09-14T13:39:22.163107
39,Cantabria,2026,M07,124855.0,41807.0,2026-09-14T13:39:22.163107
40,Segovia,2025,M01,8649.0,4864.0,2026-09-14T13:39:22.163107
40,Segovia,2025,M02,14326.0,7951.0,2026-09-14T13:39:22.163107
40,Segovia,2025,M03,16091.0,8731.0,2026-09-14T13:39:22.163107
40,Segovia,2025,M04,21881.0,9423.0,2026-09-14T13:39:22.163107
40,Segovia,2025,M05,20038.0,9447.0,2026-09-14T13:39:22.163107
40,Segovia,2025,M06,19246.0,9289.0,2026-09-14T13:39:22.163107
40,Segovia,2025,M07,23943.0,9266.0,2026-09-14T13:39:22.163107
40,Segovia,2025,M08,30569.0,9954.0,2026-09-14T13:39:22.163107
40,Segovia,2025,M09,18571.0,8227.0,2026-09-14T13:39:22.163107
40,Segovia,2025,M10,19421.0,10053.0,2026-09-14T13:39:22.163107
40,Segovia,2025,M11,19522.0,10327.0,2026-09-14T13:39:22.163107
40,Segovia,2025,M12,25074.0,10075.0,2026-09-14T13:39:22.163107
40,Segovia,2026,M01,12049.0,6193.0,2026-09-14T13:39:22.163107
40,Segovia,2026,M02,12591.0,6952.0,2026-09-14T13:39:22.163107
40,Segovia,2026,M03,14772.0,7951.0,2026-09-14T13:39:22.163107
40,Segovia,2026,M04,22826.0,10975.0,2026-09-14T13:39:22.163107
40,Segovia,2026,M05,21851.0,11588.0,2026-09-14T13:39:22.163107
40,Segovia,2026,M06,19716.0,10277.0,2026-09-14T13:39:22.163107
40,Segovia,2026,M07,25637.0,12331.0,2026-09-14T13:39:22.163107
41,Sevilla,2025,M01,5117.0,2210.0,2026-09-14T13:39:22.163107
41,Sevilla,2025,M02,6612.0,2537.0,2026-09-14T13:39:22.163107
41,Sevilla,2025,M03,6747.0,2322.0,2026-09-14T13:39:22.163107
41,Sevilla,2025,M04,8880.0,2776.0,2026-09-14T13:39:22.163107
41,Sevilla,2025,M05,6708.0,1787.0,2026-09-14T13:39:22.163107
41,Sevilla,2025,M06,7531.0,2469.0,2026-09-14T13:39:22.163107
41,Sevilla,2025,M07,11225.0,3106.0,2026-09-14T13:39:22.163107
41,Sevilla,2025,M08,15704.0,4492.0,2026-09-14T13:39:22.163107
41,Sevilla,2025,M09,6892.0,2582.0,2026-09-14T13:39:22.163107
41,Sevilla,2025,M10,7122.0,3294.0,2026-09-14T13:39:22.163107
41,Sevilla,2025,M11,7424.0,3430.0,2026-09-14T13:39:22.163107
41,Sevilla,2025,M12,12423.0,4592.0,2026-09-14T13:39:22.163107
41,Sevilla,2026,M01,3958.0,2046.0,2026-09-14T13:39:22.163107
41,Sevilla,2026,M02,5820.0,2597.0,2026-09-14T13:39:22.163107
41,Sevilla,2026,M03,6358.0,2402.0,2026-09-14T13:39:22.163107
41,Sevilla,2026,M04,7479.0,2701.0,2026-09-14T13:39:22.163107
41,Sevilla,2026,M05,4679.0,2140.0,2026-09-14T13:39:22.163107
41,Sevilla,2026,M06,7148.0,2495.0,2026-09-14T13:39:22.163107
41,Sevilla,2026,M07,8458.0,2614.0,2026-09-14T13:39:22.163107
42,Soria,2025,M01,3904.0,1580.0,2026-09-14T13:39:22.163107
42,Soria,2025,M02,6268.0,3230.0,2026-09-14T13:39:22.163107
42,Soria,2025,M03,9104.0,4677.0,2026-09-14T13:39:22.163107
42,Soria,2025,M04,14107.0,5794.0,2026-09-14T13:39:22.163107
42,Soria,2025,M05,13479.0,6939.0,2026-09-14T13:39:22.163107
42,Soria,2025,M06,11366.0,5963.0,2026-09-14T13:39:22.163107
42,Soria,2025,M07,15862.0,7059.0,2026-09-14T13:39:22.163107
42,Soria,2025,M08,23671.0,7252.0,2026-09-14T13:39:22.163107
42,Soria,2025,M09,11397.0,5168.0,2026-09-14T13:39:22.163107
42,Soria,2025,M10,15579.0,7335.0,2026-09-14T13:39:22.163107
42,Soria,2025,M11,11431.0,5253.0,2026-09-14T13:39:22.163107
42,Soria,2025,M12,13747.0,5349.0,2026-09-14T13:39:22.163107
42,Soria,2026,M01,7652.0,2680.0,2026-09-14T13:39:22.163107
42,Soria,2026,M02,8926.0,4189.0,2026-09-14T13:39:22.163107
42,Soria,2026,M03,11653.0,5445.0,2026-09-14T13:39:22.163107
42,Soria,2026,M04,21052.0,8841.0,2026-09-14T13:39:22.163107
42,Soria,2026,M05,16665.0,8394.0,2026-09-14T13:39:22.163107
42,Soria,2026,M06,14842.0,7359.0,2026-09-14T13:39:22.163107
42,Soria,2026,M07,19072.0,8272.0,2026-09-14T13:39:22.163107
43,Tarragona,2025,M01,4200.0,2282.0,2026-09-14T13:39:22.163107
43,Tarragona,2025,M02,4508.0,2454.0,2026-09-14T13:39:22.163107
43,Tarragona,2025,M03,7274.0,3774.0,2026-09-14T13:39:22.163107
43,Tarragona,2025,M04,11320.0,4813.0,2026-09-14T13:39:22.163107
43,Tarragona,2025,M05,10280.0,4635.0,2026-09-14T13:39:22.163107
43,Tarragona,2025,M06,11919.0,4983.0,2026-09-14T13:39:22.163107
43,Tarragona,2025,M07,12267.0,4083.0,2026-09-14T13:39:22.163107
43,Tarragona,2025,M08,23039.0,5026.0,2026-09-14T13:39:22.163107
43,Tarragona,2025,M09,9381.0,4090.0,2026-09-14T13:39:22.163107
43,Tarragona,2025,M10,7991.0,4162.0,2026-09-14T13:39:22.163107
43,Tarragona,2025,M11,6385.0,3032.0,2026-09-14T13:39:22.163107
43,Tarragona,2025,M12,10392.0,4608.0,2026-09-14T13:39:22.163107
43,Tarragona,2026,M01,5409.0,2824.0,2026-09-14T13:39:22.163107
43,Tarragona,2026,M02,7641.0,3313.0,2026-09-14T13:39:22.163107
43,Tarragona,2026,M03,7133.0,3799.0,2026-09-14T13:39:22.163107
43,Tarragona,2026,M04,11555.0,5022.0,2026-09-14T13:39:22.163107
43,Tarragona,2026,M05,10292.0,5345.0,2026-09-14T13:39:22.163107
43,Tarragona,2026,M06,10939.0,5130.0,2026-09-14T13:39:22.163107
43,Tarragona,2026,M07,16326.0,6491.0,2026-09-14T13:39:22.163107
44,Teruel,2025,M01,4155.0,1967.0,2026-09-14T13:39:22.163107
44,Teruel,2025,M02,7262.0,3983.0,2026-09-14T13:39:22.163107
44,Teruel,2025,M03,6963.0,3305.0,2026-09-14T13:39:22.163107
44,Teruel,2025,M04,16494.0,6933.0,2026-09-14T13:39:22.163107
44,Teruel,2025,M05,10889.0,5064.0,2026-09-14T13:39:22.163107
44,Teruel,2025,M06,12354.0,5759.0,2026-09-14T13:39:22.163107
44,Teruel,2025,M07,19733.0,6162.0,2026-09-14T13:39:22.163107
44,Teruel,2025,M08,37712.0,8431.0,2026-09-14T13:39:22.163107
44,Teruel,2025,M09,14482.0,5584.0,2026-09-14T13:39:22.163107
44,Teruel,2025,M10,12170.0,5485.0,2026-09-14T13:39:22.163107
44,Teruel,2025,M11,8938.0,4184.0,2026-09-14T13:39:22.163107
44,Teruel,2025,M12,13034.0,5786.0,2026-09-14T13:39:22.163107
44,Teruel,2026,M01,11327.0,5056.0,2026-09-14T13:39:22.163107
44,Teruel,2026,M02,8888.0,4178.0,2026-09-14T13:39:22.163107
44,Teruel,2026,M03,13774.0,5834.0,2026-09-14T13:39:22.163107
44,Teruel,2026,M04,17071.0,6673.0,2026-09-14T13:39:22.163107
44,Teruel,2026,M05,13801.0,6395.0,2026-09-14T13:39:22.163107
44,Teruel,2026,M06,13660.0,5512.0,2026-09-14T13:39:22.163107
44,Teruel,2026,M07,17113.0,5672.0,2026-09-14T13:39:22.163107
45,Toledo,2025,M01,6829.0,3578.0,2026-09-14T13:39:22.163107
45,Toledo,2025,M02,7456.0,4132.0,2026-09-14T13:39:22.163107
45,Toledo,2025,M03,13233.0,6801.0,2026-09-14T13:39:22.163107
45,Toledo,2025,M04,17965.0,8384.0,2026-09-14T13:39:22.163107
45,Toledo,2025,M05,17519.0,9157.0,2026-09-14T13:39:22.163107
45,Toledo,2025,M06,18910.0,9931.0,2026-09-14T13:39:22.163107
45,Toledo,2025,M07,20427.0,8836.0,2026-09-14T13:39:22.163107
45,Toledo,2025,M08,22683.0,9336.0,2026-09-14T13:39:22.163107
45,Toledo,2025,M09,16210.0,8279.0,2026-09-14T13:39:22.163107
45,Toledo,2025,M10,16779.0,8319.0,2026-09-14T13:39:22.163107
45,Toledo,2025,M11,12678.0,6052.0,2026-09-14T13:39:22.163107
45,Toledo,2025,M12,16838.0,7359.0,2026-09-14T13:39:22.163107
45,Toledo,2026,M01,8039.0,4017.0,2026-09-14T13:39:22.163107
45,Toledo,2026,M02,7894.0,4302.0,2026-09-14T13:39:22.163107
45,Toledo,2026,M03,10726.0,5504.0,2026-09-14T13:39:22.163107
45,Toledo,2026,M04,17405.0,8808.0,2026-09-14T13:39:22.163107
45,Toledo,2026,M05,20002.0,10348.0,2026-09-14T13:39:22.163107
45,Toledo,2026,M06,20870.0,10379.0,2026-09-14T13:39:22.163107
45,Toledo,2026,M07,21383.0,10491.0,2026-09-14T13:39:22.163107
46,Valencia/València,2025,M01,4021.0,1892.0,2026-09-14T13:39:22.163107
46,Valencia/València,2025,M02,3293.0,1787.0,2026-09-14T13:39:22.163107
46,Valencia/València,2025,M03,3528.0,1540.0,2026-09-14T13:39:22.163107
46,Valencia/València,2025,M04,7653.0,3219.0,2026-09-14T13:39:22.163107
46,Valencia/València,2025,M05,8771.0,3245.0,2026-09-14T13:39:22.163107
46,Valencia/València,2025,M06,8278.0,4003.0,2026-09-14T13:39:22.163107
46,Valencia/València,2025,M07,11565.0,4460.0,2026-09-14T13:39:22.163107
46,Valencia/València,2025,M08,20346.0,6059.0,2026-09-14T13:39:22.163107
46,Valencia/València,2025,M09,10078.0,4029.0,2026-09-14T13:39:22.163107
46,Valencia/València,2025,M10,10647.0,5054.0,2026-09-14T13:39:22.163107
46,Valencia/València,2025,M11,10867.0,4854.0,2026-09-14T13:39:22.163107
46,Valencia/València,2025,M12,12232.0,4173.0,2026-09-14T13:39:22.163107
46,Valencia/València,2026,M01,6385.0,2419.0,2026-09-14T13:39:22.163107
46,Valencia/València,2026,M02,8942.0,3539.0,2026-09-14T13:39:22.163107
46,Valencia/València,2026,M03,7015.0,2950.0,2026-09-14T13:39:22.163107
46,Valencia/València,2026,M04,9380.0,3931.0,2026-09-14T13:39:22.163107
46,Valencia/València,2026,M05,11363.0,5298.0,2026-09-14T13:39:22.163107
46,Valencia/València,2026,M06,8932.0,3917.0,2026-09-14T13:39:22.163107
46,Valencia/València,2026,M07,12362.0,4045.0,2026-09-14T13:39:22.163107
47,Valladolid,2025,M01,3474.0,2187.0,2026-09-14T13:39:22.163107
47,Valladolid,2025,M02,4495.0,2896.0,2026-09-14T13:39:22.163107
47,Valladolid,2025,M03,5478.0,3381.0,2026-09-14T13:39:22.163107
47,Valladolid,2025,M04,8785.0,4819.0,2026-09-14T13:39:22.163107
47,Valladolid,2025,M05,11303.0,6499.0,2026-09-14T13:39:22.163107
47,Valladolid,2025,M06,8392.0,4267.0,2026-09-14T13:39:22.163107
47,Valladolid,2025,M07,10047.0,4299.0,2026-09-14T13:39:22.163107
47,Valladolid,2025,M08,11767.0,5134.0,2026-09-14T13:39:22.163107
47,Valladolid,2025,M09,9977.0,4812.0,2026-09-14T13:39:22.163107
47,Valladolid,2025,M10,8935.0,4773.0,2026-09-14T13:39:22.163107
47,Valladolid,2025,M11,7273.0,4302.0,2026-09-14T13:39:22.163107
47,Valladolid,2025,M12,8058.0,4002.0,2026-09-14T13:39:22.163107
47,Valladolid,2026,M01,4070.0,2321.0,2026-09-14T13:39:22.163107
47,Valladolid,2026,M02,4419.0,2469.0,2026-09-14T13:39:22.163107
47,Valladolid,2026,M03,6916.0,3913.0,2026-09-14T13:39:22.163107
47,Valladolid,2026,M04,7791.0,4207.0,2026-09-14T13:39:22.163107
47,Valladolid,2026,M05,8622.0,4716.0,2026-09-14T13:39:22.163107
47,Valladolid,2026,M06,8142.0,4086.0,2026-09-14T13:39:22.163107
47,Valladolid,2026,M07,9473.0,4131.0,2026-09-14T13:39:22.163107
48,Bizkaia,2025,M01,2354.0,1035.0,2026-09-14T13:39:22.163107
48,Bizkaia,2025,M02,2804.0,1414.0,2026-09-14T13:39:22.163107
48,Bizkaia,2025,M03,3892.0,1611.0,2026-09-14T13:39:22.163107
48,Bizkaia,2025,M04,5962.0,2669.0,2026-09-14T13:39:22.163107
48,Bizkaia,2025,M05,5897.0,3010.0,2026-09-14T13:39:22.163107
48,Bizkaia,2025,M06,5442.0,2837.0,2026-09-14T13:39:22.163107
48,Bizkaia,2025,M07,11548.0,4048.0,2026-09-14T13:39:22.163107
48,Bizkaia,2025,M08,18559.0,5176.0,2026-09-14T13:39:22.163107
48,Bizkaia,2025,M09,8355.0,3285.0,2026-09-14T13:39:22.163107
48,Bizkaia,2025,M10,6319.0,3016.0,2026-09-14T13:39:22.163107
48,Bizkaia,2025,M11,3046.0,1602.0,2026-09-14T13:39:22.163107
48,Bizkaia,2025,M12,4916.0,1911.0,2026-09-14T13:39:22.163107
48,Bizkaia,2026,M01,1811.0,950.0,2026-09-14T13:39:22.163107
48,Bizkaia,2026,M02,1800.0,953.0,2026-09-14T13:39:22.163107
48,Bizkaia,2026,M03,2630.0,1295.0,2026-09-14T13:39:22.163107
48,Bizkaia,2026,M04,5592.0,2358.0,2026-09-14T13:39:22.163107
48,Bizkaia,2026,M05,7594.0,2901.0,2026-09-14T13:39:22.163107
48,Bizkaia,2026,M06,8229.0,2984.0,2026-09-14T13:39:22.163107
48,Bizkaia,2026,M07,11630.0,3991.0,2026-09-14T13:39:22.163107
49,Zamora,2025,M01,2038.0,1036.0,2026-09-14T13:39:22.163107
49,Zamora,2025,M02,2645.0,2037.0,2026-09-14T13:39:22.163107
49,Zamora,2025,M03,5011.0,2716.0,2026-09-14T13:39:22.163107
49,Zamora,2025,M04,10632.0,5007.0,2026-09-14T13:39:22.163107
49,Zamora,2025,M05,9831.0,5147.0,2026-09-14T13:39:22.163107
49,Zamora,2025,M06,8051.0,3496.0,2026-09-14T13:39:22.163107
49,Zamora,2025,M07,15806.0,7594.0,2026-09-14T13:39:22.163107
49,Zamora,2025,M08,20327.0,6817.0,2026-09-14T13:39:22.163107
49,Zamora,2025,M09,8877.0,4297.0,2026-09-14T13:39:22.163107
49,Zamora,2025,M10,6821.0,3670.0,2026-09-14T13:39:22.163107
49,Zamora,2025,M11,4805.0,2623.0,2026-09-14T13:39:22.163107
49,Zamora,2025,M12,9507.0,3992.0,2026-09-14T13:39:22.163107
49,Zamora,2026,M01,4056.0,2173.0,2026-09-14T13:39:22.163107
49,Zamora,2026,M02,4387.0,2166.0,2026-09-14T13:39:22.163107
49,Zamora,2026,M03,7947.0,3308.0,2026-09-14T13:39:22.163107
49,Zamora,2026,M04,11632.0,5493.0,2026-09-14T13:39:22.163107
49,Zamora,2026,M05,11316.0,6033.0,2026-09-14T13:39:22.163107
49,Zamora,2026,M06,9441.0,4502.0,2026-09-14T13:39:22.163107
49,Zamora,2026,M07,14374.0,8169.0,2026-09-14T13:39:22.163107
50,Zaragoza,2025,M01,2913.0,1228.0,2026-09-14T13:39:22.163107
50,Zaragoza,2025,M02,3522.0,1856.0,2026-09-14T13:39:22.163107
50,Zaragoza,2025,M03,4376.0,2087.0,2026-09-14T13:39:22.163107
50,Zaragoza,2025,M04,6618.0,2917.0,2026-09-14T13:39:22.163107
50,Zaragoza,2025,M05,7327.0,3546.0,2026-09-14T13:39:22.163107
50,Zaragoza,2025,M06,7414.0,2883.0,2026-09-14T13:39:22.163107
50,Zaragoza,2025,M07,9144.0,3439.0,2026-09-14T13:39:22.163107
50,Zaragoza,2025,M08,11667.0,4019.0,2026-09-14T13:39:22.163107
50,Zaragoza,2025,M09,7521.0,2895.0,2026-09-14T13:39:22.163107
50,Zaragoza,2025,M10,8343.0,3654.0,2026-09-14T13:39:22.163107
50,Zaragoza,2025,M11,8123.0,3361.0,2026-09-14T13:39:22.163107
50,Zaragoza,2025,M12,9109.0,3018.0,2026-09-14T13:39:22.163107
50,Zaragoza,2026,M01,3097.0,1157.0,2026-09-14T13:39:22.163107
50,Zaragoza,2026,M02,2725.0,1301.0,2026-09-14T13:39:22.163107
50,Zaragoza,2026,M03,6995.0,2294.0,2026-09-14T13:39:22.163107
50,Zaragoza,2026,M04,10543.0,3392.0,2026-09-14T13:39:22.163107
50,Zaragoza,2026,M05,6254.0,3034.0,2026-09-14T13:39:22.163107
50,Zaragoza,2026,M06,5964.0,2707.0,2026-09-14T13:39:22.163107
50,Zaragoza,2026,M07,5685.0,2368.0,2026-09-14T13:39:22.163107
